id,pledged,goal,backers_count,state,spotlight,staff_pick,is_starrable,disable_communication,created_at,launched_at,state_changed_at,deadline,category_id,category_name,creator_id,location_id,location_state,name,blurb,slug
1758536167,10765,6500,148,"successful",True,False,False,False,1384625268,1385089372,1387681372,1387681372,37,"Country & Folk",1305512654,2459115,"NY","Spread the ""LOVE WE ARE WE LOVE"" - Official US Release","In support of the Feb. 25, 2014 OFFICIAL US RELEASE of LOVE WE ARE WE LOVE, the debut album from THE SEA THE SEA.","spread-the-love-we-are-we-love-official-us-release"
629221564,25,10000,1,"failed",False,False,False,False,1407340477,1407539705,1410131710,1410131705,289,"Textiles",405423865,2389876,"OH","Beauty in Concrete and Wood","Trying to raise capital to start a company that specializes in taking ugly damaged wood or concrete and making it beautiful through art","beauty-in-concrete-and-wood"
98194023,153,100,12,"successful",True,False,False,False,1361890322,1363804255,1366597140,1366597140,21,"Digital Art",2140588466,2424565,"PA","Braille Mail","Send a handmade postcard with a beautiful braille message! Tell it in colorful visual braille and readable indented braille.","braille-mail"
783655261,5,20000,1,"failed",False,False,False,False,1343880087,1344281577,1346873578,1346873577,49,"Periodicals",1554512505,2357024,"GA","Rebelized Culture Magazine - The Pilot Issue","A world-class, action-sparking, debate-instigating, thought provoking, yet still entertaining magazine #WeThePeople","rebelized-culture-magazine-the-pilot-issue"
1287108275,10925.69,2500,175,"successful",True,False,False,False,1374868373,1376687559,1379279559,1379279559,28,"Product Design",1441494659,2434144,"WA","The BCD (Business Card Dispenser)","A fully Machined Aluminum product with Minimalistic design which is a nearly Indestructible accessory for every Business Professional","the-bcd-business-card-dispenser"
699407399,2770,2600,42,"successful",True,False,False,False,1303993380,1304312518,1306904518,1306904518,7,"Design",724849959,2430683,"MO","Do-It-Yourself Flight Simulator for an airline museum","Help us build a Flight Simulator and give it to an airline museum.  I will also make a Do-It-Yourself video so you can build one too.","do-it-yourself-flight-simulator-for-an-airline-mus"
568637709,585,500,17,"successful",True,False,False,False,1269412427,1269414762,1270958410,1270958340,17,"Theater",1513914907,2459115,"NY","""Rehearsal!"" A New Play","""Rehearsal!"" is a comedy currently in rehearsal in New York City. We're raising funds to help buy props, costumes, and set elements.","rehearsal-a-new-play"
1659074286,3239,3000,99,"successful",True,False,False,False,1330619128,1331599223,1335101101,1335101100,50,"Poetry",502619413,2359991,"LA","Romeo's Ugly Nose | A work of original poetry and art","Collaboration between poet and artist, Romeo's Ugly Nose is part homage to, and part mockery of, the famed love of Romeo and Juliet.","romeos-ugly-nose-a-work-of-original-poetry-and-art"
1685049877,5343,5000,66,"successful",True,False,False,False,1275522238,1276607533,1279325708,1279325220,32,"Shorts",969602419,2514815,"DC","The Anniversary Film","This film contains no nudity, no graphic violence, and no profanity. It is completely inappropriate for children. And most adults. ","the-anniversary-film"
727365041,160608.99,50000,3631,"successful",True,True,False,False,1442481649,1443619762,1446211814,1446211762,341,"Wearables",700989404,2487956,"CA","LOONCUP – The world's first SMART menstrual cup.","Take back control with the world's first SMART menstrual cup. Measure, Analyze, and Track. Help us redefine menstruation.","looncup-the-worlds-first-smart-menstrual-cup"
1565546288,24,20,1,"successful",True,False,False,False,1460069451,1461611126,1464203126,1464203126,273,"Playing Cards",782504191,2424656,"AR","Altered TCG Card Art","Altering card art for different TCG games.","altered-tcg-card-art"
2061742313,1462,900,61,"successful",True,False,False,False,1277842676,1277986028,1281916808,1281916800,39,"Hip-Hop",200661852,2358820,"MD","Kunstemporary Records Births Vinyl: Goldmansacksdotcom/Hiep Hiep Hoera","One Hundred 12"" Vinyls. Side A: Goldmansacksdotcom. Side B: Hiep Hiep Hoera.  Side A: Un-listenable. Side B: Listenable. Born in Baltimore. Cheap.","kunstemporary-records-births-vinyl-goldmansacksdot"
1348069555,860,3000,5,"failed",False,False,False,False,1336223371,1336513581,1339105581,1339105581,27,"Graphic Design",138277510,2459115,"NY","Spring Alphabet Posters","Sharing my typographic celebration of spring.","spring-alphabet-posters"
2107493403,0,5000,0,"failed",False,False,False,False,1244164127,1252028514,1259730009,1259729880,51,"Software",1727131304,2471390,"AZ","Flit","Social Networking is not social, it's barely networking! Flit focuses on content not followers and conversation not updates. ","flit"
899497428,6865,14500,120,"failed",False,False,False,False,1364162722,1370479522,1373071534,1373071522,41,"Jazz",345009058,2380358,"OH","Slow, Hot, Wind  - A Tribute to Great Ballads and Bossa Nova","I want to create fresh approaches to some of the lesser played but equally brilliant ballads and bossa nova standards.","slow-hot-wind-a-tribute-to-great-ballads-and-bossa"
908203395,2415,2400,32,"successful",True,False,False,False,1330117055,1330128802,1332745140,1332745140,17,"Theater",236425041,2475687,"OR","Ironwill Tate Puppet Extravaganza!","The story of a family road trip, wondrous roadside attractions, and one very stubborn dad!","ironwill-tate-puppet-show"
1056460945,2685.08,2500,19,"successful",True,False,False,False,1248632722,1266458702,1271584809,1271584740,16,"Technology",911014607,2352824,"NM","Quelab","Quelab is a proposed coworking and hackerspace in Albuquerque, New Mexico. ","quelab"
568775787,46098.38,25000,507,"successful",True,True,False,False,1278011554,1290617320,1295801320,1295801320,30,"Documentary",1568636172,2384018,"MA","The Banjo Project: The Story of America's Instrument","Narrated by Steve Martin, THE BANJO PROJECT is the odyssey of America's instrument from its African roots to the 21st century.","the-banjo-project-the-story-of-americas-instrument"
656821380,0,20000,0,"failed",False,False,False,False,1411306129,1411601620,1414675680,1414675680,297,"Horror",198971258,2401584,"WV","Giggling in Fairmont a published novel going indie film","A published book looking for indie film pledges. Hog farms, mafia, sexy contract killers, drugs, sex, and violence.","giggling-in-fairmont-a-published-novel-going-indie"
1538046833,37,7800,4,"failed",False,False,False,False,1438099182,1438369293,1443553293,1443553293,351,"Printing",1187042845,2434917,"WI","3D Print Your Minecraft Creations!","Minecraft Builders! Are you proud of your creations on line? Bring your creations into the real world with 3D imaging technology!","3-d-minecraft-building-generation"
32331237,3605,3500,64,"successful",True,False,False,False,1465329823,1486426398,1488945600,1488945600,26,"Crafts",1390963085,2457170,"TN","Paint the Town by Numbers Nashville, a paint by numbers kit","A paint by numbers kit of Nashville, Tennessee, featuring color names that tell more about what people love the most about our city!","paint-the-town-by-numbers-nashville-a-paint-by-num"
184337619,226,35000,4,"failed",False,False,False,False,1458743768,1458907312,1461422160,1461422160,24,"Performance Art",1090391411,2379574,"IL","Opulent Beauty Bar and Spa","Opulent Beauty Bar and Spa is a luxurious environment where guest bask in the experience of relaxing spa service as they enjoy the wait","opulent-beauty-bar-and-spa"
1087626848,350,5375,7,"failed",False,False,False,False,1424800242,1434461090,1437053090,1437053090,29,"Animation",1229669891,2437920,"VA","Otaku Brain Trust Anime Convention","A panel-only, academically-focused anime convention held in Virginia, USA in February 2016.","otaku-brain-trust-anime-convention"
845013591,2936,2000,58,"successful",True,False,False,False,1284609801,1284625737,1287217813,1287217737,39,"Hip-Hop",1197797465,2459115,"NY","Emerson Young - 1st Full Length Studio Album","Emerson Young is an Independent singer/songwriter from New York City, currently recording his first full length studio album.","emerson-young-1st-full-studio-lp"
501208932,0,1000,0,"failed",False,False,False,False,1422598894,1422932861,1425524862,1425524861,22,"Illustration",64342670,2400539,"OR","Help me bring ""Peace"" to the People!","I need help funding the reproduction of this drawing of The Energy Of The Word ""Peace"" I just made!  Help bring Peace to the people!","help-me-bring-peace-to-the-people"
1369044008,10,1000,1,"live",False,False,True,False,1495729768,1513969950,1513969951,1516561950,39,"Hip-Hop",1179685623,2437919,"GA","Stop the Violence/ Youth with a Purpose","As teens, we are choosing to stand against violence and be the voice of the youth by spreading positivity thru our music","stop-the-violence-youth-with-a-purpose"
1340977204,51605.31,50000,447,"successful",True,True,False,False,1335819501,1337659393,1340683393,1340683393,30,"Documentary",1192443628,12589335,"NY","Oxyana - A Feature Documentary Directed by Sean Dunne","A portrait of Oceana, WV, an old coal mining town that has become the epicenter of the Oxycontin epidemic, earning the nickname Oxyana.","oxyana-a-feature-documentary-directed-by-sean-dunn"
1316451420,1,250000,1,"failed",False,False,False,False,1470754578,1471531201,1474123201,1474123201,29,"Animation",181855605,2388929,"TX","The Poopy Pals First Adventure Re-Launch","The POOPY Pals, neighborhood best friend pets, stow away to Scotland to help Bailey find her family, with multitudes of adventures.","the-poopy-pals-first-adventure-re-launch"
2090722099,3295,3000,79,"successful",True,False,False,False,1433735804,1433874095,1436984160,1436984160,46,"Children's Books",651181626,2391279,"CO","The Book of BIG Questions","This book is intended for freethinking parents. It encourages children to think about the big questions in life.","the-book-of-big-questions"
2048879636,1,6000,1,"failed",False,False,False,False,1475621367,1475635826,1477363827,1477363826,312,"Restaurants",1657373469,2493436,"AZ","Haz Tu Loko-Make your crazy","Innovative designs, taste and flavors with more than 100 snacks and 1,000 combinations. Haz Tu Loko has everything, in one cup.","haz-tu-loko-make-your-crazy"
16318042,60,10,3,"successful",True,False,False,False,1410890064,1410915439,1413482040,1413482040,269,"Ready-to-wear",414145936,2475470,"FL","French Whorehouse Perfume","""French Whorehouse""... what more needs to be said?","french-whorehouse-perfume"
1275988783,11,25000,2,"failed",False,False,False,False,1465391267,1467180788,1469340788,1469340788,312,"Restaurants",1355531083,2517213,"CA","California Biscuit Company","Traditional Southern Cooking meets The West Coast. Hearty delicious meals with plenty of organic, non-GMO healthy options.","california-biscuit-company"
1344321252,185,7000,7,"canceled",False,False,False,False,1394776667,1401976346,1403535658,1403582400,322,"R&B",680358037,2509251,"OH","Anthony Paul - Album Kickstarter - EP Release Concert","This year, I will be releasing my Debut EP & Album along with a Debut EP Concert this summer! Please support my cause!","anthony-paul-album-kickstarter-ep-release-concert"
1576904424,65,4000,3,"failed",False,False,False,False,1326403248,1326404892,1331585294,1331585292,23,"Painting",1396837455,2487956,"CA","Monster-Coloring-Calendar","A Monster Calendar that YOU color in with water color paints!","monster-coloring-calendar"
45364992,10785,10000,140,"successful",True,False,False,False,1337700333,1339124844,1341286219,1341286200,17,"Theater",1879021428,2459115,"NY","Partial Comfort Productions' Season 10 Retreat","5 Days. 40 Theater Artists. 15 New Plays.  A time where new plays are born. The heart and soul of a theater company.","partial-comfort-productions-season-10-retreat"
431625242,10664,5000,188,"successful",True,False,False,False,1381250298,1382280371,1387467974,1387467971,22,"Illustration",1587442222,2480894,"VA","ANONMAL VOLUME I: A Modest Bestiary","The debut print title for BENJEREMY.com, collecting 150+ all-new drawings and plates.","anonmal-volume-i-a-modest-bestiary"
1179414920,40971,30000,678,"successful",True,False,False,False,1361920257,1363637692,1366257541,1366257540,42,"Pop",772804255,2459115,"NY","Leslie Odom Jr. Debut Album Project","Leslie Odom Jr. (Smash, Red Tails, House of Lies, Supernatural) announces plans to record his debut solo album for release FALL 2013.","leslie-odom-jr-debut-album-project"
1694162107,1017,2500,16,"failed",False,False,False,False,1490190049,1490462235,1493054235,1493054235,326,"Literary Journals",859681062,2508292,"NY","& Ranch: A literary comic about a writer going off the grid","A new brand of small-format magazine: part photo-based story about a writer going off the grid, part literary journal focused on nature","and-ranch-a-literary-comic-about-a-writer-going-of"
466243556,1040,600,30,"successful",True,False,False,False,1322528105,1323132497,1327452498,1327452497,24,"Performance Art",716211894,2475687,"OR","Stories: From Survivors of the Sex Trade","Survivors of the sex trade industry tell their stories of abuse and exploitation as young girls, survival and growth as women.","stories-from-survivors-of-the-sex-trade"
44420303,145,2000,3,"live",False,False,True,False,1514497000,1515434794,1515434795,1518026794,18,"Publishing",2039593765,2467673,"FL","Alphas are not born they are made.","It’s not what happens to us It’s how we react! We can dominate and persevere or NOT! Making Positivity and Happiness louder!","alphas-are-not-born-they-are-made"
346827019,1492,1400,21,"successful",True,False,False,False,1390950723,1392260741,1394334341,1394334341,31,"Narrative Film",1199383114,2457170,"TN","The Other: A Psychological Horror","There are some things nothing can save you from.","the-other-a-psychological-horror"
474875849,1330,1000,26,"successful",True,False,False,False,1293604171,1294121921,1296713921,1296713921,13,"Journalism",460419057,2490383,"WA","Wingtrip Explores Tropical Asia","Brendan McGarry of the Wingtrip blog departs on a visual and written exploration of the birds and natural history of southeast Asia","wingtrip-explores-tropical-asia"
1808874726,3225,3000,69,"successful",True,False,False,False,1301677741,1301727685,1304319685,1304319685,25,"Sculpture",710666662,2358820,"MD","Grow Arts - Gourd Vectors","Grow Art - Gourd Vectors   creating living sculpture to  draw attention to our relationship with the natural world","grow-arts-gourd-vectors"
1394994675,2637,2000,43,"successful",True,False,False,False,1406776569,1407179717,1411067717,1411067717,54,"Mixed Media",1075538949,2410128,"AZ","The LIBERTY Pen A Handmade Bolt Action Constitution Pen","Now more than ever the Constitution is so very important. This handmade pen shows your feelings with out a word. The Liberty pen.","the-liberty-pen-a-handmade-bolt-action-constitutio"
1671617666,3707,3500,29,"successful",True,False,False,False,1462823407,1462924918,1468108918,1468108918,254,"Performances",1414246157,2521358,"DE","'Irene' the Burlesque Revue","'Irene' the Burlesque Revue is an adaptation of the full length classical & contemporary ballet I composed.","irene-a-burlesque-review"
1974574335,236,800,5,"failed",False,False,False,False,1422251905,1422421163,1425013212,1425013163,342,"Web",709860276,2460389,"VA","CampusWise.com","At CampusWise we're dedicated to creating an easier way for college students to buy and sell books to each other.","campuswisecom"
903970450,0,7500,0,"canceled",False,False,False,False,1258354797,1258358564,1258371335,1262242740,27,"Graphic Design",85541643,2497370,"SC","The HUBCITY Transit Infographics Project (Canceled)","The Spartanburg Regional Transit Authority is in desperate need of new transit route maps, and I could use your help making this happen!","the-hubcity-transit-infographics-project"
922570899,530.25,330,24,"successful",True,False,False,False,1289421483,1289449789,1290553220,1290553200,15,"Photography",1461191963,2373572,"MA","Story Box","Story Box is a platform for interactively sharing our personal stories and physically bringing them into the community realm.","story-box"
1012787929,3665,500,124,"successful",True,False,False,False,1461887781,1488543236,1490699636,1490699636,334,"DIY Electronics",1257390142,2421250,"NC","Basic and Advanced Breakout Boards Plus More!","Custom designed to be extra small. Gives you more space on your breadboard. Environmentally friendly lead-free construction.","basic-and-advanced-breakout-boards-plus-more"
1102085869,0,50000,0,"failed",False,False,False,False,1460939794,1462759787,1467943787,1467943787,51,"Software",235461790,2503863,"FL","Streamline Your Disaster Recovery and Continuity of Business","IT permission management for disaster recovery and continuity of business. IT admins can implement predefined entitlement templates.","disaster-recovery-and-continuity-of-business-entit"
1364967254,3080,3000,22,"successful",True,False,False,False,1288885702,1289877528,1294189216,1294189200,30,"Documentary",1407365474,2489314,"GA","Downtown: A Thesis Film Presented by 278 Productions","A  DJ manipulates the actions in a dance club where 5 women are consumed metaphorically and physically for their sexual appeal.","downtown-a-thesis-film-presented-by-278-production"
139451001,2786,2600,33,"successful",True,False,False,False,1414887840,1416031303,1418623303,1418623303,293,"Drama",1381680076,2475687,"OR","Babygirl - A Short Film","Babygirl is a harrowing coming of age story centered on a mother-daughter relationship torn apart by drug addiction.","babygirl-a-short-film"
956423289,15,25000,1,"canceled",False,False,False,False,1436819168,1436881350,1437259588,1439473350,273,"Playing Cards",693276995,2383489,"CO","World Of Mianite (Canceled)","New and innovative card game meant to be enjoyed with friends and family. Eligible for all ages and based on the popular YouTube series","world-of-mianite"
775456035,51,78000,3,"failed",False,False,False,False,1466168088,1466709742,1469301742,1469301742,280,"Photobooks",918019539,2419307,"GA","Back Roads Traveler, Hidden views from all 50 states","Traveling the back roads of all 50 states capturing the unseen beauty America has to offer. Travel, explore, nature, adventure.","back-roads-traveler-hidden-views-from-all-50-state"
1786322803,1095,950,30,"successful",True,False,False,False,1371152962,1372870172,1375462172,1375462172,3,"Comics",1162948954,2357536,"TX","Rocksalt ""Back to School"" edition","Rocksalt is a free Austin-based print comics magazine. It is like the Sunday comics, except wonderful.","rocksalt-back-to-school-edition"
109558720,2612,2500,43,"successful",True,False,False,False,1434132815,1437565194,1440157194,1440157194,276,"Fine Art",1416487926,2495739,"MA","The Last Saints of Somerville","To take luminous, close-up photos of the remaining religious statues in the front yards of Somerville, MA, in all their faded glory.","the-last-saints-of-somerville"
1296496401,675,10000,8,"failed",False,False,False,False,1337968306,1348602051,1351194051,1351194051,45,"Art Books",1112495771,2379574,"IL","The Hare, the Boar & the Bear: Stories illustrated by...You.","Publishing a serial collection of short stories, illustrated by the talents of the kickstarter community through collaborative efforts.","the-hare-the-boar-and-the-bear-stories-illustrated"
895404485,16748,15000,187,"successful",True,True,False,False,1494202430,1497964506,1501473660,1501473660,49,"Periodicals",343725217,2506911,"OH","THE ALIGNIST","Connect novels to the news and experience new worlds with authentic recipes, original illustrations, and artisanal goods + author Q&As.","the-alignist"
1205396669,156,1700,3,"failed",False,False,False,False,1450400366,1450481026,1455665026,1455665026,287,"Ceramics",440573876,2477710,"VT","Ceramics Studio","I am a potter currently seeking to free myself of the time and space constraints of taking classes at facilities with set times.","ceramics-studio"
629014066,1783,50000,13,"canceled",False,False,False,False,1389563308,1410144780,1411237924,1412820000,341,"Wearables",361385286,2477058,"RI","Pressure Tracking Insole Improving Your Quality of Life","Learn the way you move by tracking and measuring your foot pressure, improving your athletic performance and active lifestyle","pressure-tracking-insole-improving-your-quality-of"
229213622,2717,2500,46,"successful",True,True,False,False,1369680863,1371326930,1373479860,1373479860,53,"Public Art",1109314275,2510436,"IL","Downtown Mural Project 2013","A series of large scale murals in Downtown Urbana by local artists will give the vibrant young community in the area a voice.","downtown-mural-project-2013"
1138199250,12359.52,8500,206,"successful",True,True,False,False,1325005156,1325154330,1327746330,1327746330,30,"Documentary",1733053233,2466942,"KS","The Outhouse The Film 1985 - 1997","A documentary film about a punk rock club in the middle of a cornfield in Kansas, by Brad Norman.","the-outhouse-the-film-1985-1997"
1498197764,1057.08,2000,14,"failed",False,False,False,False,1402588546,1402869051,1405461051,1405461051,36,"Classical Music",1894197013,2478307,"NC","Sixth Annual Concert of Music by Bill Robinson","This is to fund the sixth annual concert (with recording) of my compositions at Meredith College in Feb. 2015.","sixth-annual-concert-of-music-by-bill-robinson"
568704718,11263,25000,98,"failed",False,False,False,False,1412661993,1432841417,1435865421,1435865417,52,"Hardware",2076075650,2379574,"IL","EscaWheel: Changing how wheelchair users navigate stairs","A new way for wheelchair users to navigate their homes. Simpler, easier, cheaper.","escawheel-changing-how-wheelchair-users-navigate-s"
1210739382,1275,1000,14,"successful",True,False,False,False,1328901973,1328948100,1331536519,1331536500,30,"Documentary",881446794,2362930,"CA","Holy Hikes DVD - Rebuilding Communion with All of Creation","“The heavens declare the glory of God; the skies proclaim the work of his hands” (Ps 19:1) Help fund this DVD to share about Holy Hikes","holy-hikes-dvd-rebuilding-communion-with-all-of-cr"
978934020,93471,50000,619,"successful",True,True,False,False,1457378853,1459249379,1463187603,1463187600,337,"Gadgets",1835721711,2487956,"CA","FlipFlic: Makes Window Blinds Smart","Solar-powered energy saving device that adjusts window blinds based on sunlight, temperature, or schedule you set in the app","flipflic"
749421745,28987.12,24000,681,"successful",True,False,False,False,1385747987,1386801378,1389393378,1389393378,34,"Tabletop Games",2066750796,2422673,"NJ","Steampunk Goggles Playing Cards Deck - USPCC Bicycle ® LE","Hand illustrated, Limited Edition deck of cards featuring Steampunk Archetypes wearing artistic renditions of real steampunk goggles.","steampunk-goggles-playing-cards-deck-uspcc-bicycle"
811819810,2596,2000,22,"successful",True,True,False,False,1379620181,1381328992,1382022019,1382022000,29,"Animation",122247556,12589342,"NY","SOUR ""Life is Music"" Phenakistoscope music video","We're making a music video for the Japanese band 'SOUR' by using  actual CDs as a Phenakistoscope, to create the entire animation.","sour-life-is-music-phenakistoscope-music-video"
1656593939,1610.13,1500,16,"successful",True,False,False,False,1247180236,1250564203,1258304409,1258304340,30,"Documentary",1307399614,2442047,"CA","Max-Out! (Harry Hong's Quest For Perfection on NES Tetris)  [short documentary film]","A short documentary about Harry Hong, the first man to officially ""max out"" the original NES Tetris by achieving an unbeatable score of 999,999.","the-max-out-harry-hongs-path-to-perfection-on-ne"
2084821352,54,1500,5,"failed",False,False,False,False,1481418965,1481738131,1485824401,1485824400,356,"Woodworking",246733467,12774457,"TN","Just a Small Town Girl Chasing The American Dream","My husband and I are trying to build a business from our handmade furniture and decor. We'd love to open a shop and share our products!","just-a-small-town-girl-chasing-the-american-dream"
354418821,25392.33,25000,260,"successful",True,False,False,False,1339653559,1341028780,1344031244,1344031200,53,"Public Art",841514356,2388174,"CA","OTIC OASIS 2.0 -- Burning Man 2012","Burning Man's first wilderness outpost, the OTIC OASIS 2.0, a shelter in the walk-in camping area, free from noise and vehicles.","otic-oasis-20-burning-man-2012"
1739610361,1,500,1,"failed",False,False,False,False,1442017118,1442250675,1444842676,1444842675,345,"DIY",1607204154,26342930,"NJ","Unity Bracelets","Unity Bracelets are affordable bracelets that will make you want to wear; and also share an experience that you will never forget!","unity-bracelets"
1811504903,140,2000,3,"failed",False,False,False,False,1483296320,1483381975,1485960480,1485960480,41,"Jazz",1720289767,2405799,"NJ","Fifth and Adams","Self produced CD featuring Richie Morales, Kermit Driscoll, David Budway, Harvie S, Manolo Badrena, Bob Magnuson and Mike Stern.","fifth-and-adams"
